Name,Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Carbon Storage (kg)
Aesculus hippocastanum,11,3.3,10,78.5,371.8,645.2
Aesculus hippocastanum,7,2.1,16,201.1,652.8,494.1
Ficus carica,4,1.2,4,12.6,23,187.2
Ficus carica,3.5,1,2,3.1,4.1,15.9
Ficus carica,4,1.2,4,12.6,16.9,137.5
Platanus x acerifolia 'Bloodgood',10.8,3.2,7,38.4,139.2,447.7
Platanus x acerifolia 'Bloodgood',10.8,3.2,7,38.4,139.2,447.7
Pterocarya,6,1.8,7.5,44.2,79.40000000000001,54
Acer negundo,8.699999999999999,2.6,7.2,41.1,130,244.8
Acer negundo,8.699999999999999,2.6,7.2,41.1,130,244.8
Acer pseudoplatanus,7.6,2.3,4.8,17.8,33.5,161.5
Acer pseudoplatanus,7.6,2.3,4.8,17.8,36,161.5
Celtis australis,11,3.3,10,78.5,282.1,82.2
Celtis australis,12,3.6,10,78.5,299,74.8
Acer platanoides,8,2.4,8,50.3,153.9,130.2
Acer platanoides,7,2.1,6,28.3,65.09999999999999,92.09999999999999
Acer platanoides,7,2.1,6,28.3,72.09999999999999,81.8
Acer platanoides,7,2.1,6,28.3,73,127.1
Acer platanoides,7,2.1,6,28.3,77.40000000000001,127.1
Acer platanoides,6,1.8,5,19.6,36.2,70.2
Celtis australis,8.300000000000001,2.5,6.7,35.2,85.09999999999999,57.6
Corylus colurna,5,1.5,4,12.6,17.6,55.8
Corylus colurna,6,1.8,4,12.6,25.5,117
Juglans,8.300000000000001,2.5,6,28.7,57.5,248.9
Olea europaea,4,1.2,4.5,15.9,29.1,128
Pinus coulteri,10,3,9,63.6,213.6,1193.8
Acer campestre,7,2.1,7,38.5,83.3,55
Acer campestre,7,2.1,8,50.3,134.2,92.09999999999999
Acer campestre,5,1.5,8,50.3,91.09999999999999,59.6
Acer campestre,5.2,1.6,3.4,9.1,14.4,52.9
Acer campestre,5.2,1.6,3.4,9.1,12.6,52.9
Aesculus hippocastanum,10,3,6,28.3,135.7,1367.2
Acer saccharinum,10.3,3.1,6.6,34.3,100.2,297.7
Celtis australis,8.300000000000001,2.5,6.7,35.2,91,57.6
Celtis australis,8.300000000000001,2.5,6.7,35.2,102.8,57.6
Celtis australis,8.300000000000001,2.5,6.7,35.2,102.8,57.6
Celtis australis,5.5,1.7,3,7.1,12.9,33.8
Celtis australis,8.300000000000001,2.5,6.7,35.2,96.90000000000001,57.6
Celtis australis,8.300000000000001,2.5,6.7,35.2,102.8,57.6
Celtis australis,8.300000000000001,2.5,6.7,35.2,102.8,57.6
Celtis australis,8,2.4,6,28.3,73.2,42
Celtis australis,9,2.7,8,50.3,132.9,54.2
Quercus petraea,9,2.7,5,19.6,49,280
Abies alba,12.2,3.7,5.4,23.3,78.40000000000001,239.3
Abies alba,12.2,3.7,5.4,23.3,69.40000000000001,238.7
Abies alba,12.2,3.7,5.4,23.3,78.40000000000001,239.3
Abies alba,12.2,3.7,5.4,23.3,78.40000000000001,239.3
Prunus avium,10,3,4,12.6,28,621.9
Pyrus communis,8,2.4,3,7.1,12.5,289.7
Pyrus communis,12,3.6,3,7.1,19.8,289.7
Pyrus communis,10,3,3,7.1,16.2,422.5
Pyrus communis,5,1.5,3,7.1,8.9,107.4
Crataegus monogyna,3.5,1,3,7.1,11.1,27.6
Acer pseudoplatanus,9,2.7,3,7.1,14.5,24.1
Acer pseudoplatanus,8,2.4,2,3.1,8.4,55.5
Acer negundo,5,1.5,3,7.1,10.8,17.2
Acer rubrum,4,1.2,3,7.1,10.5,30.7
Aesculus hippocastanum,8,2.4,6,28.3,92.5,665
Aesculus hippocastanum,6,1.8,5,19.6,57.2,242.6
Aesculus hippocastanum,12,3.6,6,28.3,116.6,259.2
Aesculus hippocastanum,12,3.6,8,50.3,203.4,516.5
Aesculus hippocastanum,7,2.1,4,12.6,28.3,207.8
Aesculus hippocastanum,9,2.7,7,38.5,136.3,566.7
Aesculus hippocastanum,12,3.6,6,28.3,121.6,516.5
Aesculus hippocastanum,10,3,10,78.5,411.9,1482.1
Aesculus hippocastanum,8,2.4,6,28.3,89.3,861.1
Aesculus hippocastanum,9,2.7,4,12.6,44.8,364.1
Aesculus hippocastanum,4,1.2,2,3.1,6.5,17
Aesculus hippocastanum,12,3.6,8,50.3,259.2,1119.1
Aesculus hippocastanum,8,2.4,4,12.6,46.1,665
Aesculus hippocastanum,12,3.6,6,28.3,129,516.5
Aesculus hippocastanum,12,3.6,6,28.3,123.6,887
Aesculus hippocastanum,10,3,8,50.3,204.6,1367.2
Aesculus hippocastanum,6,1.8,3,7.1,17.5,71.09999999999999
Aesculus hippocastanum,12,3.6,7,38.5,210.3,1384.6
Aesculus hippocastanum,6,1.8,3,7.1,15.4,71.09999999999999
Aesculus hippocastanum,4,1.2,4,12.6,21.3,17
Carpinus betulus,6,1.8,4,12.6,22,45.5
Carpinus betulus,6,1.8,2,3.1,6.3,13.2
Carpinus betulus,10,3,3,7.1,20.1,26.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,25.3,45.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Cedrus deodara,25,7.5,5,19.6,95.90000000000001,452.2
Cedrus deodara,25,7.5,5,19.6,110.7,1022
Cedrus deodara,25,7.5,5,19.6,133.7,1024.7
Cedrus deodara,20,6,11,95,338.8,1023.1
Cedrus deodara,25,7.5,3,7.1,46,700.5
Cedrus deodara,20,6,3,7.1,45.5,988.8
Cedrus deodara,15,4.5,3,7.1,24,235.6
Cedrus deodara,20,6,6,28.3,132.2,2823.7
Cedrus deodara,12,3.6,8,50.3,163.1,430.6
Cedrus deodara,22,6.6,11,95,710.1,7500
Cedrus deodara,20,6,7,38.5,143,839.8
Cedrus deodara,22,6.6,12,113.1,332.6,1401.6
Cedrus deodara,23,6.9,8,50.3,194.3,710.8
Cedrus deodara,22,6.6,12,113.1,391.6,1615.7
Cedrus deodara,22,6.6,16,201.1,495.7,2894.9
Cedrus libani,16,4.8,4,12.6,44,611.7
Celtis australis,12,3.6,14,153.9,517.5,188.2
Celtis australis,16,4.8,9,63.6,304.7,245.1
Celtis australis,12,3.6,8,50.3,159.2,115
Celtis australis,17,5.1,13,132.7,529.3,245.1
Celtis australis,14,4.2,11,95,434,188.2
Celtis australis,15,4.5,16,201.1,672.7,308
Celtis australis,25,7.5,4,12.6,94.90000000000001,74.8
Celtis australis,9,2.7,8,50.3,106.5,26.3
Celtis australis,3,0.9,1.5,1.8,2.1,1.1
Celtis australis,6,1.8,6,28.3,61.7,28.7
Celtis australis,7,2.1,10,78.5,228.1,42
Celtis australis,8,2.4,7,38.5,73,23.9
Celtis australis,8,2.4,7,38.5,92.8,21.7
Celtis australis,8,2.4,7,38.5,106.4,42
Celtis australis,8,2.4,5,19.6,35.5,23.9
Celtis australis,7,2.1,6,28.3,55.3,33.8
Celtis australis,13,3.9,14,153.9,394.8,188.2
Celtis australis,16,4.8,9,63.6,344.2,245.1
Celtis australis,9,2.7,3,7.1,13.4,17.5
Celtis australis,13,3.9,13,132.7,475.4,251.1
Celtis australis,3.5,1,4,12.6,18.3,13.7
Celtis australis,8,2.4,7,38.5,90.90000000000001,19.6
Celtis australis,8,2.4,7,38.5,94.7,23.9
Celtis australis,8,2.4,8,50.3,131.3,23.9
Celtis australis,8,2.4,7,38.5,73.5,17.5
Celtis australis,8,2.4,8,50.3,116.7,33.8
Celtis australis,8,2.4,6,28.3,53.9,33.8
Celtis australis,8.5,2.6,6,28.3,65.40000000000001,54.2
Celtis australis,10,3,8.5,56.7,133.1,33.8
Celtis australis,14,4.2,9,63.6,307.1,451.4
Celtis australis,12,3.6,8,50.3,264,376.9
Chamaecyparis lawsoniana,15,4.5,3,7.1,24.7,214.7
Chamaecyparis lawsoniana,15,4.5,4,12.6,51.1,218
Chamaecyparis lawsoniana,15,4.5,3,7.1,32.1,215.6
Chamaecyparis lawsoniana,20,6,4,12.6,73,306.6
Cupressus sempervirens,6,1.8,1,0.8,3,33.8
Cupressus sempervirens,6,1.8,1,0.8,3.2,33.9
Cupressus sempervirens,14,4.2,2,3.1,11.6,73.3
Cupressus sempervirens,14,4.2,2,3.1,14,73.59999999999999
Cupressus sempervirens,14,4.2,2,3.1,14,73.59999999999999
Cupressus sempervirens,14,4.2,2,3.1,14,73.59999999999999
Cupressus sempervirens,6,1.8,1,0.8,3.6,33.9
Cupressus sempervirens,6,1.8,1,0.8,2.8,33.8
Cupressus sempervirens,4,1.2,1,0.8,3.1,33.9
Diospyros kaki,12,3.6,5,19.6,42,63.3
Fagus sylvatica,15,4.5,16,201.1,521.5,1599.6
Fagus sylvatica,12,3.6,16,201.1,502.3,3086.1
Fagus sylvatica,12,3.6,15,176.7,441.5,3086.1
Fagus sylvatica,12,3.6,8,50.3,221.8,1599.6
Fagus sylvatica,5,1.5,6,28.3,41.7,54.3
Fraxinus ornus,8,2.4,3,7.1,12.5,80.2
Fraxinus ornus,7,2.1,3,7.1,12.6,78
Fraxinus,6,1.8,2,3.1,6.4,19.3
Fraxinus,6,1.8,2,3.1,6.4,19.3
Fraxinus,6,1.8,2,3.1,6.4,19.3
Hibiscus syriacus,3,0.9,1.5,1.8,3.3,16.7
Juglans regia,6,1.8,8,50.3,109.4,30.2
Ligustrum lucidum,3.5,1,1.5,1.8,2.8,2.5
Ligustrum lucidum,3.5,1,1.5,1.8,3,2.5
Ligustrum lucidum,9,2.7,3,7.1,14.9,22.5
Ligustrum lucidum,3.5,1,1.5,1.8,2.5,2.5
Ligustrum lucidum,3.5,1,1.5,1.8,2.8,2.5
Morus nigra,6,1.8,4,12.6,24,107
Morus nigra,6,1.8,4,12.6,24,107
Morus nigra,5,1.5,4,12.6,20,71.5
Morus nigra,5,1.5,4,12.6,21.8,56.8
Morus nigra,10,3,2,3.1,12,151.2
Ostrya carpinifolia,8,2.4,3,7.1,14.3,22.6
Picea abies,12,3.6,2,3.1,11.7,49.4
Picea abies,6,1.8,2,3.1,6.9,21.7
Pinus nigra,15,4.5,8,50.3,266,442.1
Pinus nigra,15,4.5,8,50.3,275.1,546.3
Pinus,10,3,3,7.1,16.5,93.09999999999999
Pinus nigra,15,4.5,6,28.3,135.8,280.1
Pinus nigra,15,4.5,10,78.5,403.3,448.7
Platanus x acerifolia 'Bloodgood',9,2.7,4,12.6,21.9,62.6
Platanus x acerifolia 'Bloodgood',11,3.3,9,63.6,198.5,593
Platanus x acerifolia 'Bloodgood',9,2.7,4,12.6,26.2,83.40000000000001
Platanus x hispanica,24,7.2,19,283.5,873.4,7500
Platanus x hispanica,22,6.6,18,254.5,951.3,7500
Platanus x hispanica,16,4.8,13,132.7,706.5,7500
Platanus x hispanica,28,8.4,15,176.7,708.3,7500
Platanus x hispanica,25,7.5,18,254.5,827.7,7500
Platanus x hispanica,25,7.5,15,176.7,782.4,7500
Platanus x hispanica,24,7.2,18,254.5,866.5,7500
Platanus x hispanica,24,7.2,19,283.5,922.2,7500
Platanus x hispanica,30,9,23,415.5,1873.4,7500
Platanus x hispanica,23,6.9,19,283.5,1038.9,7500
Platanus x hispanica,21,6.3,18,254.5,844.7,5640.1
Platanus x acerifolia 'Bloodgood',25,7.5,6,28.3,290.7,7500
Platanus x acerifolia 'Bloodgood',10,3,5,19.6,56.3,205
Platanus x acerifolia 'Bloodgood',12,3.6,6,28.3,95.09999999999999,245.9
Platanus x acerifolia 'Bloodgood',7,2.1,4,12.6,21.7,136.1
Platanus x acerifolia 'Bloodgood',11,3.3,6,28.3,73.8,136.1
Platanus x acerifolia 'Bloodgood',10,3,8,50.3,125.6,186.1
Platanus x acerifolia 'Bloodgood',10,3,6,28.3,64.09999999999999,186.1
Platanus x hispanica,16,4.8,12,113.1,496.6,5640.1
Platanus x hispanica,21,6.3,17,227,779.3,7083.7
Platanus x hispanica,17,5.1,11,95,611.7,7500
Platanus x acerifolia 'Bloodgood',16,4.8,5,19.6,76.2,426.4
Platanus x acerifolia 'Bloodgood',14,4.2,5,19.6,71.5,245.9
Platanus x acerifolia 'Bloodgood',9,2.7,7,38.5,109.6,205
Platanus x acerifolia 'Bloodgood',10,3,6,28.3,98.3,593
Platanus x acerifolia 'Bloodgood',11,3.3,7,38.5,129.1,245.9
Platanus x acerifolia 'Bloodgood',11,3.3,7,38.5,139.7,426.4
Platanus x hispanica,18,5.4,16,201.1,619.4,7500
Platanus x hispanica,16,4.8,18,254.5,889.5,7500
Platanus x hispanica,23,6.9,22,380.1,1683.1,7500
Platanus x hispanica,14,4.2,12,113.1,560.4,5640.1
Platanus x hispanica,26,7.8,24,452.4,2039.9,7500
Platanus x hispanica,12,3.6,12,113.1,646.3,7500
Platanus x hispanica,18,5.4,20,314.2,1391,7500
Platanus x hispanica,25,7.5,18,254.5,900.9,7500
Platanus x acerifolia 'Bloodgood',11,3.3,8,50.3,165.2,245.9
Platanus x acerifolia 'Bloodgood',9,2.7,5,19.6,62.1,593
Platanus x acerifolia 'Bloodgood',11,3.3,8,50.3,165.2,245.9
Platanus x acerifolia 'Bloodgood',11,3.3,8,50.3,157,426.4
Platanus x acerifolia 'Bloodgood',12,3.6,5,19.6,58.2,186.1
Platanus x acerifolia 'Bloodgood',12,3.6,6,28.3,92.59999999999999,205
Platanus x acerifolia 'Bloodgood',7,2.1,4,12.6,24.4,186.1
Platanus x acerifolia 'Bloodgood',7,2.1,5,19.6,36.2,107.8
Platanus x hispanica,27,8.1,26,530.9,2394,7500
Platanus x hispanica,28,8.4,25,490.9,2019.8,7500
Platanus x hispanica,24,7.2,17,227,704.5,5640.1
Platanus x hispanica,25,7.5,21,346.4,1472,7500
Platanus x hispanica,24,7.2,26,530.9,2394,7500
Platanus x hispanica,20,6,13,132.7,638.7,7083.7
Populus nigra,26,7.8,22,380.1,1339.4,7500
Prunus avium,6,1.8,6,28.3,45,101.5
Prunus avium,7,2.1,6,28.3,52.3,89
Prunus avium,7,2.1,6,28.3,45.4,77.40000000000001
Prunus avium,7,2.1,3,7.1,12.6,89
Prunus avium,8,2.4,6,28.3,46,161.6
Prunus avium,6,1.8,4,12.6,14.4,33.8
Prunus avium,7,2.1,6,28.3,46.7,40.7
Prunus avium,6,1.8,4,12.6,19.9,198
Prunus avium,10,3,4,12.6,28.6,198
Prunus avium,10,3,4,12.6,27,198
Prunus cerasifera,5,1.5,2,3.1,5.5,48.2
Prunus cerasifera,6,1.8,2,3.1,4.8,12.3
Prunus cerasifera,3.5,1,3,7.1,8.5,16.1
Prunus cerasifera,5,1.5,2,3.1,5.7,40.3
Tilia cordata,5,1.5,4,12.6,21.9,52.4
Prunus cerasifera,4,1.2,3.5,9.6,9.4,22.3
Prunus cerasifera,4,1.2,3,7.1,9.5,27.7
Prunus,10,3,4,12.6,28.1,235.9
Abies alba,14,4.2,6,28.3,83.59999999999999,284
Quercus petraea,15,4.5,3,7.1,26.3,281.5
Quercus robur,6,1.8,6,28.3,36.5,81.59999999999999
Quercus robur,4,1.2,1.5,1.8,2.5,17.4
Quercus robur,6,1.8,6,28.3,47.4,81.59999999999999
Quercus robur,6,1.8,6,28.3,49.4,102.7
Quercus rubra,4,1.2,1.5,1.8,3.4,7.4
Robinia pseudoacacia,8,2.4,4,12.6,18.6,106
Robinia pseudoacacia,20,6,4,12.6,50.7,116.9
Robinia pseudoacacia,18,5.4,14,153.9,421.7,3206.7
Robinia pseudoacacia,16,4.8,16,201.1,547.2,2024.3
Robinia pseudoacacia,18,5.4,5,19.6,70.90000000000001,262.7
Robinia pseudoacacia,20,6,3,7.1,31.2,180.9
Robinia pseudoacacia,10,3,4,12.6,24.5,180.9
Robinia pseudoacacia,18,5.4,4,12.6,47.7,262.7
Robinia pseudoacacia,18,5.4,5,19.6,62.2,262.7
Robinia pseudoacacia,25,7.5,4,12.6,77.2,262.7
Robinia pseudoacacia,15,4.5,4,12.6,34.6,68.90000000000001
Robinia pseudoacacia,8,2.4,2,3.1,4.8,3.3
Robinia pseudoacacia,20,6,3,7.1,27.6,35.3
Robinia pseudoacacia,20,6,3,7.1,22.8,35.3
Robinia pseudoacacia,20,6,3,7.1,27.6,35.3
Robinia pseudoacacia,25,7.5,4,12.6,64.59999999999999,116.9
Robinia pseudoacacia,8,2.4,1.5,1.8,3.3,3.3
Sambucus nigra,6,1.8,3,7.1,11.9,69
Sambucus nigra,8,2.4,6,28.3,81,806.5
Sambucus nigra,6,1.8,3,7.1,11.9,69
Sequoiadendron giganteum,30,9,5,19.6,197.4,3749.3
Sophora japonica,12,3.6,9,63.6,174,438.8
Tilia platyphyllos,15,4.5,4,12.6,48.7,200.2
Tilia platyphyllos,12,3.6,4,12.6,46,130.2
Tilia,5,1.5,6,28.3,47.9,79
Tilia,12,3.6,3,7.1,24.7,281.6
Tilia x europaea,12,3.6,9,63.6,269.4,405
Tilia x europaea,6,1.8,6,28.3,61.7,54.9
Acer negundo,6,1.8,2,3.1,6,37.1
Tilia x europaea,6,1.8,5,19.6,43.3,93
Tilia x europaea,7,2.1,6,28.3,57.4,142.9
Sambucus nigra,6,1.8,3.1,7.5,11,31.3
Tilia x europaea,8.6,2.6,8,50.3,142,142.9
Tilia x europaea,4,1.2,2,3.1,3.7,4.1
Tilia x europaea,6,1.8,3,7.1,15.4,79
Tilia x europaea,6,1.8,3,7.1,14.5,79
Tilia x europaea,6,1.8,4,12.6,25.9,74.90000000000001
Morus nigra,3,0.9,2,3.1,4.1,6.2
Ulmus,6,1.8,3,7.1,11.9,357.4
Ulmus,20,6,16,201.1,421.6,2694.3
Ulmus minor,18,5.4,12,113.1,502.6,6695.2
Ulmus,8,2.4,3,7.1,8.800000000000001,30.2
Pyrus,7,2.1,4,12.6,19.4,102.3
Pyrus,5,1.5,3,7.1,9.699999999999999,50.6
Pyrus,6,1.8,4,12.6,20.6,102.3
Pyrus,4,1.2,3,7.1,10.7,102.3
Pyrus,6,1.8,3,7.1,14.9,402.4
Pyrus,4,1.2,3,7.1,8.199999999999999,102.3
Pyrus,4,1.2,4,12.6,15.1,102.3
Pyrus communis,6,1.8,2,3.1,4.5,53.1
Lagerstroemia indica,2.5,0.8,1,0.8,1.3,3.8
Prunus,3.5,1,2,3.1,4.4,10.6
Celtis australis,12,3.6,8,50.3,177,98
Celtis australis,12,3.6,11,95,328.2,98
Celtis australis,12,3.6,8,50.3,198.2,94
Quercus petraea,17,5.1,8,50.3,179.3,618.3
Salix,15,4.5,10,78.5,289.8,3614.6
Platanus x acerifolia 'Bloodgood',8,2.4,10,78.5,240.8,186.1
Celtis australis,17,5.1,9,63.6,353.1,245.1
Celtis australis,12,3.6,11,95,396.4,245.1
Celtis australis,18,5.4,12,113.1,456.7,341.7
Celtis australis,15,4.5,9,63.6,297.4,341.7
Celtis australis,9,2.7,12,113.1,407.8,341.7
Celtis australis,18,5.4,10,78.5,353.2,245.1
Celtis australis,17,5.1,8,50.3,234.3,341.7
Celtis australis,9,2.7,12,113.1,399.2,308
Celtis australis,9,2.7,8,50.3,164.4,215.8
Quercus rubra,4,1.2,3,7.1,11.3,27.3
Cedrus deodara,18,5.4,15,176.7,464.1,1389.1
Cedrus deodara,18.9,5.7,9.4,68.8,251.9,1430.7
Cedrus libani,20.6,6.2,10.9,94,417.5,3714.2
Celtis australis,11,3.3,9,63.6,248.7,94
Sophora japonica,4,1.2,5,19.6,17.7,23.2
Thuja orientalis,6.7,2,5,19.6,34.4,250
Celtis australis,15,4.5,4,12.6,37.7,28.7
Celtis australis,10,3,3,7.1,17,57.4
Celtis australis,12,3.6,4,12.6,24.7,17.5
Diospyros kaki,8,2.4,5,19.6,38.7,63.3
Morus,7,2.1,4,12.6,15.8,16.5
Ostrya carpinifolia,16,4.8,4,12.6,39.4,94.3
Prunus cerasifera,10,3,4,12.6,33.3,308.7
Pseudotsuga menziesii,20,6,5,19.6,102.4,816.7
Quercus robur,8,2.4,3,7.1,10.4,72
Quercus,12,3.6,4,12.6,39.4,345.6
Robinia pseudoacacia,18,5.4,4,12.6,50.6,262.7
Robinia pseudoacacia,9,2.7,3,7.1,11.6,35.3
Robinia pseudoacacia,12,3.6,5,19.6,37.3,116.9
Aesculus hippocastanum,6,1.8,3,7.1,14.5,46.2
Aesculus hippocastanum,8,2.4,6,28.3,88.7,498.7
Aesculus hippocastanum,6,1.8,6,28.3,88.2,242.6
Aesculus hippocastanum,7,2.1,5,19.6,63.7,356.8
Aesculus hippocastanum,8,2.4,4,12.6,28.8,160.3
Aesculus hippocastanum,14,4.2,9,63.6,295.7,1401.5
Aesculus hippocastanum,6,1.8,3,7.1,16.4,46.2
Aesculus hippocastanum,8,2.4,6,28.3,102.2,360.5
Aesculus hippocastanum,8,2.4,8,50.3,195,248.3
Quercus rubra,4,1.2,3,7.1,9.300000000000001,27.3
Quercus rubra,4,1.2,4,12.6,17.1,27.3
Quercus rubra,5,1.5,5,19.6,38.6,73.2
Quercus rubra,4,1.2,4,12.6,17.1,27.3
Carpinus betulus,10,3,6,28.3,96.2,91.40000000000001
Carpinus betulus,6,1.8,4,12.6,30.7,70.8
Crataegus x lavallei,4,1.2,2.3,4,4,20.5
Crataegus x lavallei,4,1.2,2.3,4,3.7,20.5
Crataegus x lavallei,4,1.2,2.3,4,3.7,20.5
Carpinus betulus,10,3,3,7.1,15.5,26.5
Carpinus betulus,10,3,3,7.1,16.7,26.5
Carpinus betulus,12,3.6,3,7.1,29.4,115.2
Carpinus betulus,12,3.6,3,7.1,22.7,115.2
Carpinus betulus,18,5.4,4,12.6,61.4,189.3
Carpinus betulus,20,6,4,12.6,83.8,189.3
Carpinus betulus,12,3.6,6,28.3,107.8,553.6
Carpinus betulus,12,3.6,8,50.3,266.5,553.6
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,28.6,45.5
Carpinus betulus,6,1.8,4,12.6,25.3,45.5
Celtis australis,10,3,9,63.6,193.6,42
Celtis australis,10,3,9,63.6,193.6,42
Celtis australis,12,3.6,10,78.5,225.8,47.9
Celtis australis,20,6,4,12.6,51.2,57.4
Celtis australis,7,2.1,4,12.6,19.6,17.5
Cupressus sempervirens,14,4.2,2,3.1,14,73.59999999999999
Ligustrum lucidum,9,2.7,3,7.1,14.1,22.4
Ligustrum lucidum,3.5,1,1.5,1.8,2.8,2.5
Pinus nigra,15,4.5,7,38.5,132.5,162.4
Pinus nigra,15,4.5,6,28.3,112.2,434.6
Pinus nigra,12,3.6,4,12.6,40.8,131.2
Platanus x hispanica,25,7.5,19,283.5,966.8,7500
Platanus x hispanica,26,7.8,22,380.1,1615.6,7500
Platanus x hispanica,26,7.8,23,415.5,1873.4,7500
Platanus x hispanica,25,7.5,22,380.1,1615.6,7500
Platanus x hispanica,20,6,12,113.1,487.2,4369.9
Platanus x hispanica,20,6,12,113.1,501.9,7500
Platanus x hispanica,21,6.3,16,201.1,710.8,5640.1
Populus nigra,25,7.5,15,176.7,647.4,7500
Populus nigra,24,7.2,20,314.2,779.8,3695.6
Ulmus minor,22,6.6,26,530.9,1805.6,7500
Ulmus,4,1.2,8.800000000000001,60.3,182.1,2011.2
Acer negundo,10,3,8,50.3,137.4,303.9
Acer negundo,10,3,8,50.3,166.4,285
Acer,9,2.7,3,7.1,14.5,47.2
Aesculus hippocastanum,3,0.9,3,7.1,13.6,9.699999999999999
Carpinus betulus,6,1.8,4,12.6,23.6,45.5
Carpinus betulus,5,1.5,5,19.6,48.7,286
Juglans regia,12,3.6,11,95,295.7,394.8
Acer negundo,6,1.8,5,19.6,33.6,26.5
Acer negundo,6,1.8,6,28.3,43.2,43.1
Acer negundo,6,1.8,6,28.3,42.9,26.5
Acer negundo,6,1.8,2,3.1,6.9,26.5
Sophora japonica,6,1.8,8,50.3,86.09999999999999,51.4
Acer rubrum,4,1.2,2,3.1,5.8,30.7
Acer negundo,5,1.5,5,19.6,30.5,41.8
Acer buergerianum,6,1.8,7,38.5,88.7,119.7
Acer buergerianum,5,1.5,4,12.6,14.5,25.4
Acer pseudoplatanus,7,2.1,10,78.5,209.3,54
Prunus avium,8,2.4,6,28.3,48.5,89
Prunus avium,6,1.8,8,50.3,105.4,101.5
Paulownia tomentosa,7,2.1,7,38.5,129.1,769.7
Fraxinus ornus,6.7,2,4.9,19.2,31.1,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,35.7,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,35.7,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Prunus mahaleb,6,1.8,8,50.3,87.2,120.9
Prunus mahaleb,6,1.8,8,50.3,87.2,120.9
Prunus mahaleb,6,1.8,8,50.3,99.3,120.9
Aesculus hippocastanum,7.5,2.3,4,12.6,24.9,73
Aesculus hippocastanum,8,2.4,3.5,9.6,24.9,55.8
Aesculus hippocastanum,12,3.6,3.5,9.6,29.8,124.7
Celtis australis,10,3,8,50.3,165.8,54.2
Celtis australis,8,2.4,10,78.5,277.7,74.8
Diospyros lotus,9.800000000000001,2.9,4.8,18.3,48.2,437.3
Platanus x hispanica,10,3,10,78.5,275.9,245.9
Platanus x hispanica,10,3,11,95,301.3,205
Platanus x hispanica,6.5,1.9,5,19.6,39.3,62.6
Platanus x hispanica,6.5,1.9,5,19.6,29.6,53.6
Tilia cordata,10,3,10,78.5,271.3,200.2
Quercus,5,1.5,4,12.6,20.2,88.5
Cedrus deodara,25,7.5,9,63.6,311.8,1950.9
Cercis siliquastrum,5,1.5,4,12.6,13.9,22.8
Cercis siliquastrum,4,1.2,4,12.6,14.8,22.8
Juglans,6,1.8,13,132.7,342.3,137
Ulmus,13,3.9,14,153.9,537.7,7500
Celtis australis,14,4.2,12,113.1,455.5,147.3
Celtis australis,12.5,3.8,10,78.5,291.9,115
Fraxinus excelsior,5,1.5,2,3.1,7.5,25.6
Fraxinus excelsior,4,1.2,2,3.1,5.8,16.5
Crataegus x lavallei,4,1.2,1,0.8,1.8,16.3
Crataegus x lavallei,4,1.2,3,7.1,6.7,37
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,31.1,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,31.1,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,31.1,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Quercus robur,6,1.8,2,3.1,6,63
Quercus robur,6,1.8,2,3.1,6,63
Quercus robur,6,1.8,2,3.1,6,63
Quercus robur,7,2.1,3,7.1,9.9,81.59999999999999
Celtis australis,10,3,12,113.1,318.2,51
Ulmus,6,1.8,5,19.6,30.9,67.8
Prunus laurocerasus,8,2.4,14,153.9,261.1,116.1
Tilia x europaea,10,3,9,63.6,268.3,554.9
Tilia x europaea,10,3,8,50.3,162.3,405
Tilia x europaea,10,3,10,78.5,325.7,1053.7
Fraxinus ornus,6.7,2,4.9,19.2,31.1,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,35.7,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,40.3,92.59999999999999
Fraxinus ornus,6.7,2,4.9,19.2,35.7,92.59999999999999
Pinus nigra,10.7,3.2,5.3,22.1,79.7,179.6
