Name,DBH (cm),Replacement Value (eur),Carbon Storage (kg),Carbon Storage (eur),Gross Carbon Sequestration (kg/yr),Gross Carbon Sequestration (eur/yr),Avoided Runoff (mcube/yr),Avoided Runoff (eur/yr),Carbon Avoided (kg/yr),Carbon Avoided (eur/yr),Pollution Removal (g/yr),Pollution Removal (eur/yr),Energy Savings (eur/yr),Total Annual Benefits (eur/yr),Oxygen Production (kg/yr),Height (m),Crown Height (m),Crown Width (m),Canopy Cover (m2),Leaf Area (m2),Leaf Biomass (kg),Latitude,Longitude,geometry,Count
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.02,,,10.4,0.05,,0.52,7.3,4,1.2,2,3.1,7.1,0.4,46.09116994167425,11.11950566500525,POINT (11.11950566500525 46.09116994167425),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.5,0.04,,0.4,5.6,3,0.9,2,3.1,5.8,0.4,46.09124787000769,11.11948320167233,POINT (11.11948320167233 46.09124787000769),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,12.8,0.07000000000000001,,0.57,7.9,4,1.2,2,3.1,8.800000000000001,0.5,46.09130677667443,11.11945442500523,POINT (11.11945442500523 46.09130677667443),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.5,0.04,,0.4,5.6,3,0.9,2,3.1,5.8,0.4,46.09135172000795,11.11942486833826,POINT (11.11942486833826 46.09135172000795),1
Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.03,,,10.6,0.05,,0.38,5,4,1.2,2,3.1,7.3,0.4,46.0914149633406,11.11938256500526,POINT (11.11938256500526 46.0914149633406),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,12.2,0.06,,0.5,6.7,4,1.2,2,3.1,8.4,0.5,46.09148997167496,11.11934419667234,POINT (11.11934419667234 46.09148997167496),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.05,,,19.5,0.1,,0.66,8.6,4,1.2,3,7.1,13.4,0.8,46.0916110033409,11.11928936833833,POINT (11.11928936833833 46.0916110033409),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.03,,,10.9,0.06,,0.42,5.6,4,1.2,2,3.1,7.5,0.5,46.09167814334082,11.11924074000526,POINT (11.11924074000526 46.09167814334082),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.03,,,11.6,0.06,,0.42,5.6,4,1.2,2,3.1,8,0.5,46.09175211000803,11.11922853833826,POINT (11.11922853833826 46.09175211000803),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.9,0.05,,0.4,5.6,4,1.2,2,3.1,6.1,0.4,46.09181029834027,11.11919296000531,POINT (11.11919296000531 46.09181029834027),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.03,,,11.6,0.06,,0.42,5.6,4,1.2,2,3.1,8,0.5,46.09193748000788,11.11909696500532,POINT (11.11909696500532 46.09193748000788),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.02,,,9.4,0.05,,0.48,6.7,4,1.2,2,3.1,6.5,0.4,46.09203263667448,11.1190706366722,POINT (11.1190706366722 46.09203263667448),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,10.4,0.05,,0.41,5.6,3,0.9,2,3.1,7.1,0.4,46.09214094667458,11.11903587000521,POINT (11.11903587000521 46.09214094667458),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.05,,,19.4,0.1,,0.55,6.7,4,1.2,3,7.1,13.4,0.8,46.09221780000784,11.11899906667229,POINT (11.11899906667229 46.09221780000784),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.05,,,20.8,0.11,,0.49,5.6,4,1.2,3,7.1,14.3,0.9,46.09228862834082,11.11896883500528,POINT (11.11896883500528 46.09228862834082),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,12.2,0.06,,0.5,6.7,4,1.2,2,3.1,8.4,0.5,46.09256532667453,11.11901348500525,POINT (11.11901348500525 46.09256532667453),1
Carpinus betulus,30,1487.84,286,45.95,6.7,1.08,0.3,0.59,,,245.7,1.26,,2.93,17.9,7,2.1,8,50.3,169.4,10.2,46.09296344834085,11.11856866167223,POINT (11.11856866167223 46.09296344834085),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,10.2,0.05,,0.41,5.6,4,1.2,2,3.1,7.1,0.4,46.09289784167442,11.11859833167229,POINT (11.11859833167229 46.09289784167442),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.02,,,8.9,0.05,,0.4,5.6,4,1.2,2,3.1,6.1,0.4,46.09283876000799,11.11863797167224,POINT (11.11863797167224 46.09283876000799),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.03,,,12.5,0.06,,0.53,7.3,4,1.2,2,3.1,8.6,0.5,46.09276978334096,11.11867658833821,POINT (11.11867658833821 46.09276978334096),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.03,,,11.1,0.06,,0.52,7.3,4,1.2,2,3.1,7.6,0.5,46.09268676334044,11.11869609667224,POINT (11.11869609667224 46.09268676334044),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,11.3,0.06,,0.5600000000000001,7.9,4,1.2,2,3.1,7.8,0.5,46.09261845667447,11.11873522167221,POINT (11.11873522167221 46.09261845667447),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,4.8,0.02,,0.19,2.6,4,1.2,1,0.8,3.3,0.2,46.09258201834074,11.11860201500526,POINT (11.11860201500526 46.09258201834074),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.03,,,12.5,0.06,,0.53,7.3,4,1.2,2,3.1,8.6,0.5,46.09325211167448,11.11838102333822,POINT (11.11838102333822 46.09325211167448),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,11.6,0.06,,0.6,8.6,4,1.2,2,3.1,8,0.5,46.093319363341,11.11834814000532,POINT (11.11834814000532 46.093319363341),1
Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.02,,,9.4,0.05,,0.37,5,3,0.9,2,3.1,6.5,0.4,46.09338744500812,11.11831294500522,POINT (11.11831294500522 46.09338744500812),1
Carpinus betulus,6,100.32,9.9,1.59,1,0.15,0,0.01,,,5.2,0.03,,0.19,2.6,5,1.5,1,0.8,3.6,0.2,46.09345792334042,11.11827982667217,POINT (11.11827982667217 46.09345792334042),1
Carpinus betulus,7,136.55,13.2,2.11,1.1,0.18,0,0.01,,,3.2,0.02,,0.21,3,3,0.9,1,0.8,2.2,0.1,46.09353132000756,11.11824502000528,POINT (11.11824502000528 46.09353132000756),1
Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.01,,,4.3,0.02,,0.33,5,3,0.9,1,0.8,3,0.2,46.0936648966748,11.11817812167223,POINT (11.11817812167223 46.0936648966748),1
Carpinus betulus,8,178.35,17,2.73,1.3,0.21,0,0.01,,,4.1,0.02,,0.24,3.5,3,0.9,1,0.8,2.9,0.2,46.09371157000813,11.11815257667221,POINT (11.11815257667221 46.09371157000813),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,10.6,0.05,,0.5600000000000001,7.9,4,1.2,2,3.1,7.3,0.4,46.09375924000802,11.11812523333822,POINT (11.11812523333822 46.09375924000802),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,11.6,0.06,,0.49,6.7,3,0.9,2,3.1,8,0.5,46.09409549834112,11.11794349500519,POINT (11.11794349500519 46.09409549834112),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,11.6,0.06,,0.49,6.7,3,0.9,2,3.1,8,0.5,46.09415256667506,11.11791718833827,POINT (11.11791718833827 46.09415256667506),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,12.2,0.06,,0.57,7.9,3,0.9,2,3.1,8.4,0.5,46.09421433000818,11.11788541667226,POINT (11.11788541667226 46.09421433000818),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.02,,,9.6,0.05,,0.48,6.7,3,0.9,2,3.1,6.6,0.4,46.09433877834035,11.1178253000052,POINT (11.1178253000052 46.09433877834035),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,12.8,0.07000000000000001,,0.57,7.9,4,1.2,2,3.1,8.800000000000001,0.5,46.09440421834073,11.11778965667224,POINT (11.11778965667224 46.09440421834073),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,13,0.07000000000000001,,0.58,7.9,5,1.5,2,3.1,9,0.5,46.09446827834033,11.11775506333818,POINT (11.11775506333818 46.09446827834033),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,13.1,0.07000000000000001,,0.61,8.6,4,1.2,2,3.1,9,0.5,46.09453408167474,11.11772068000524,POINT (11.11772068000524 46.09453408167474),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,11.5,0.06,,0.49,6.7,4,1.2,2,3.1,7.9,0.5,46.09460238334082,11.11768517000529,POINT (11.11768517000529 46.09460238334082),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,11.3,0.06,,0.5600000000000001,7.9,4,1.2,2,3.1,7.8,0.5,46.09466924834099,11.11765020000531,POINT (11.11765020000531 46.09466924834099),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.03,,,11.8,0.06,,0.53,7.3,4,1.2,2,3.1,8.1,0.5,46.09473547667452,11.11761653833823,POINT (11.11761653833823 46.09473547667452),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.02,,,10.1,0.05,,0.55,7.9,3,0.9,2,3.1,6.9,0.4,46.09480023167495,11.11758110167225,POINT (11.11758110167225 46.09480023167495),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,10.9,0.06,,0.49,6.7,3,0.9,2,3.1,7.5,0.5,46.09486428334102,11.11754679333827,POINT (11.11754679333827 46.09486428334102),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0,0.03,,,11.6,0.06,,0.49,6.7,3,0.9,2,3.1,8,0.5,46.09492992000772,11.11751139333828,POINT (11.11751139333828 46.09492992000772),1
Carpinus betulus,11,482.32,32.2,5.17,1.9,0.3,0,0.02,,,8.199999999999999,0.04,,0.36,5,3,0.9,2,3.1,5.7,0.3,46.09499913000821,11.11747511167228,POINT (11.11747511167228 46.09499913000821),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,13.1,0.07000000000000001,,0.61,8.6,4,1.2,2,3.1,9,0.5,46.09510830167473,11.1174787650053,POINT (11.1174787650053 46.09510830167473),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,11.9,0.06,,0.64,9.199999999999999,5,1.5,2,3.1,8.199999999999999,0.5,46.05523733334042,11.12956667000542,POINT (11.12956667000542 46.05523733334042),1
Carpinus betulus,34,1818.28,380.7,61.16,6.3,1.01,0.8,1.48,,,615.6,3.16,,5.65,16.8,8,2.4,12,113.1,424.3,25.6,46.08249347167453,11.11754932500522,POINT (11.11754932500522 46.08249347167453),1
Carpinus betulus,23,1008.96,157.1,25.24,4.7,0.76,0.4,0.67,,,279.2,1.44,,2.87,12.6,8,2.4,8,50.3,192.5,11.6,46.08268319834114,11.11773279333821,POINT (11.11773279333821 46.08268319834114),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,4.5,0.02,,0.3,4.5,3,0.9,1,0.8,3.1,0.2,46.07512367508982,11.14388660855662,POINT (11.14388660855662 46.07512367508982),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,3.7,0.02,,0.3,4.5,3,0.9,1,0.8,2.5,0.2,46.07502394000733,11.14388681667251,POINT (11.14388681667251 46.07502394000733),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0,0.01,,,4.7,0.02,,0.31,4.5,3,0.9,1,0.8,3.3,0.2,46.07495645000776,11.14389772833863,POINT (11.14389772833863 46.07495645000776),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.09,,,38.8,0.2,,0.85,9.199999999999999,4,1.2,4,12.6,26.8,1.6,46.13329107167469,11.13577041500542,POINT (11.13577041500542 46.13329107167469),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.08,,,31.7,0.16,,0.79,9.199999999999999,4,1.2,4,12.6,21.9,1.3,46.1332831933406,11.13568424333845,POINT (11.13568424333845 46.1332831933406),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.05,,,21,0.11,,0.83,11.2,4,1.2,3,7.1,14.5,0.9,46.10453334458317,11.11117768218919,POINT (11.11117768218919 46.10453334458317),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.05,,,22.4,0.12,,0.84,11.2,4,1.2,3,7.1,15.5,0.9,46.1045973711124,11.1111547019641,POINT (11.1111547019641 46.1045973711124),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.06,,,25.3,0.13,,0.87,11.2,4,1.2,3,7.1,17.5,1.1,46.10465270010413,11.11099091836614,POINT (11.11099091836614 46.10465270010413),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.05,,,22.4,0.12,,0.84,11.2,4,1.2,3,7.1,15.5,0.9,46.10462809500809,11.11083546833818,POINT (11.11083546833818 46.10462809500809),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.05,,,19.5,0.1,,0.82,11.2,4,1.2,3,7.1,13.4,0.8,46.10461928334048,11.11073473833817,POINT (11.11073473833817 46.10461928334048),1
Carpinus betulus,21,895.37,128.3,20.62,4.2,0.68,0,0.05,,,22.4,0.12,,0.84,11.2,4,1.2,3,7.1,15.5,0.9,46.104625110008,11.11065707833817,POINT (11.11065707833817 46.104625110008),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.3,0.55,,,230.9,1.19,,2.59,14.1,5,1.5,8,50.3,159.2,9.6,46.05845078500786,11.1262327250053,POINT (11.1262327250053 46.05845078500786),1
Carpinus betulus,46.2,3075.28,771.6,123.97,1,0.17,1.4,2.71,,,1131.3,5.82,,8.69,2.8,12,3.6,18,254.5,779.9,47,46.05708527667455,11.12496762000529,POINT (11.12496762000529 46.05708527667455),1
Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.4,0.73,,,305.2,1.57,,3.28,16.2,8,2.4,8,50.3,210.4,12.7,46.05472238167518,11.12368388500528,POINT (11.12368388500528 46.05472238167518),1
Carpinus betulus,16,656.5700000000001,70.8,11.38,3,0.48,0,0.03,,,13.8,0.07000000000000001,,0.58,7.9,5,1.5,2,3.1,9.5,0.6,46.05471583834094,11.12365911333831,POINT (11.12365911333831 46.05471583834094),1
Carpinus betulus,45,2939.98,727.6,116.89,1.8,0.29,0.3,0.65,,,272.5,1.4,,2.34,4.7,8,2.4,8,50.3,187.9,11.3,46.05469752834034,11.12364854833837,POINT (11.12364854833837 46.05469752834034),1
Carpinus betulus,45,2939.98,727.6,116.89,1.8,0.29,0.4,0.7,,,292.9,1.51,,2.49,4.7,8,2.4,8,50.3,201.9,12.2,46.05468519834113,11.12360828833839,POINT (11.12360828833839 46.05468519834113),1
Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.1,0.23,,,95,0.49,,1.69,16.2,6,1.8,5,19.6,65.5,3.9,46.06755414167447,11.12914124500545,POINT (11.12914124500545 46.06755414167447),1
Carpinus betulus,35,1907.35,406.9,65.37,6.1,0.98,0.1,0.21,,,89.5,0.46,,1.65,16.2,6,1.8,5,19.6,61.7,3.7,46.06756137834034,11.12916441667231,POINT (11.12916441667231 46.06756137834034),1
Carpinus betulus,42,2603.08,619.8,99.58,3.5,0.5600000000000001,0.1,0.19,,,78,0.4,,1.14,9.199999999999999,6,1.8,5,19.6,53.8,3.2,46.06757683834034,11.12915768667239,POINT (11.12915768667239 46.06757683834034),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.5,0.99,,,412.9,2.12,,3.96,14.1,10,3,10,78.5,284.6,17.1,46.05198751834075,11.11589467833827,POINT (11.11589467833827 46.05198751834075),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0.1,0.18,,,73.59999999999999,0.38,,1.07,8.6,6,1.8,5,19.6,50.8,3.1,46.05260032834038,11.1156734383382,POINT (11.1156734383382 46.05260032834038),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.2,0.31,,,130.3,0.67,,1.62,10.5,9,2.7,6,28.3,89.8,5.4,46.05280679000804,11.11560253500525,POINT (11.11560253500525 46.05280679000804),1
Carpinus betulus,15,616.5599999999999,61.7,9.91,2.7,0.44,0,0.07000000000000001,,,29.4,0.15,,0.66,7.3,8,2.4,3,7.1,20.3,1.2,46.05278591000783,11.1155948666722,POINT (11.1155948666722 46.05278591000783),1
Carpinus betulus,12,512,38.5,6.19,2.1,0.34,0,0.05,,,21,0.11,,0.49,5.6,8,2.4,3,7.1,14.4,0.9,46.05278298167489,11.1155796466722,POINT (11.1155796466722 46.05278298167489),1
Carpinus betulus,20,842.45,115.2,18.51,3.9,0.63,0.1,0.1,,,41.9,0.22,,0.95,10.5,8,2.4,4,12.6,28.9,1.7,46.05279622334034,11.11556546667222,POINT (11.11556546667222 46.05279622334034),1
Carpinus betulus,10,278.67,26.5,4.26,1.7,0.27,0.1,0.1,,,42.6,0.22,,0.59,4.5,8,2.4,4,12.6,29.4,1.8,46.05280032834056,11.11558155667222,POINT (11.11558155667222 46.05280032834056),1
Carpinus betulus,14,579.13,53.2,8.550000000000001,2.5,0.4,0.1,0.25,,,103,0.53,,1.18,6.7,8,2.4,6,28.3,71,4.3,46.05280733667493,11.11558675667225,POINT (11.11558675667225 46.05280733667493),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05745161834038,11.12648895167238,POINT (11.12648895167238 46.05745161834038),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05746416334067,11.12647644167238,POINT (11.12647644167238 46.05746416334067),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,43.2,0.22,,1.17,14.1,6,1.8,4,12.6,29.8,1.8,46.05747045667506,11.12646275833835,POINT (11.12646275833835 46.05747045667506),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05747995834108,11.12645811333839,POINT (11.12645811333839 46.05747995834108),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,43.2,0.22,,1.17,14.1,6,1.8,4,12.6,29.8,1.8,46.05749332334106,11.12642784500533,POINT (11.12642784500533 46.05749332334106),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.0574946650078,11.12640215167236,POINT (11.12640215167236 46.0574946650078),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05750665167457,11.12638999667241,POINT (11.12638999667241 46.05750665167457),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.11,,,46.2,0.24,,1.2,14.1,6,1.8,4,12.6,31.8,1.9,46.05752201000736,11.12636357500539,POINT (11.12636357500539 46.05752201000736),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753582167489,11.1263434666724,POINT (11.1263434666724 46.05753582167489),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753951000776,11.12632107000541,POINT (11.12632107000541 46.05753951000776),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.1,,,40.2,0.21,,1.15,14.1,6,1.8,4,12.6,27.7,1.7,46.05754864000752,11.12628994667234,POINT (11.12628994667234 46.05754864000752),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05756298834087,11.12629495167243,POINT (11.12629495167243 46.05756298834087),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05753852334035,11.12625045333831,POINT (11.12625045333831 46.05753852334035),1
Carpinus betulus,25,1132.87,189.3,30.42,5.3,0.85,0.1,0.13,,,52.2,0.27,,1.24,14.1,6,1.8,4,12.6,36,2.2,46.05754676167474,11.12624207333834,POINT (11.12624207333834 46.05754676167474),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,11,0.06,,0.64,9.199999999999999,4,1.2,2,3.1,7.6,0.5,46.03976293834087,11.13691132500555,POINT (11.13691132500555 46.03976293834087),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,12.6,0.06,,0.65,9.199999999999999,4,1.2,2,3.1,8.699999999999999,0.5,46.03974903167466,11.13692281167254,POINT (11.13692281167254 46.03974903167466),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.03974657834093,11.13691980500555,POINT (11.13691980500555 46.03974657834093),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,13.1,0.07000000000000001,,0.61,8.6,4,1.2,2,3.1,9,0.5,46.04009122334093,11.13705423833846,POINT (11.13705423833846 46.04009122334093),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.02,,,10.1,0.05,,0.59,8.6,4,1.2,2,3.1,6.9,0.4,46.04009188000772,11.1370657800055,POINT (11.1370657800055 46.04009188000772),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,13.1,0.07000000000000001,,0.61,8.6,4,1.2,2,3.1,9,0.5,46.04010253334032,11.13708831333844,POINT (11.13708831333844 46.04010253334032),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.02,,,10.1,0.05,,0.59,8.6,4,1.2,2,3.1,6.9,0.4,46.04011646834072,11.13710290167256,POINT (11.13710290167256 46.04011646834072),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.02,,,10.1,0.05,,0.59,8.6,4,1.2,2,3.1,6.9,0.4,46.04012203834046,11.13712059500545,POINT (11.13712059500545 46.04012203834046),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,11.6,0.06,,0.6,8.6,4,1.2,2,3.1,8,0.5,46.04013277167427,11.13711175833848,POINT (11.13711175833848 46.04013277167427),1
Carpinus betulus,17,699.17,80.8,12.97,3.2,0.52,0,0.03,,,10.8,0.06,,0.6,8.6,4,1.2,2,3.1,7.5,0.4,46.04017295000802,11.13713111000549,POINT (11.13713111000549 46.04017295000802),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04042513167442,11.13730924333849,POINT (11.13730924333849 46.04042513167442),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.04042582500773,11.13732020000548,POINT (11.13732020000548 46.04042582500773),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,12.6,0.06,,0.65,9.199999999999999,4,1.2,2,3.1,8.699999999999999,0.5,46.04042293667506,11.1373304200055,POINT (11.1373304200055 46.04042293667506),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04041756500762,11.13734163500553,POINT (11.13734163500553 46.04041756500762),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.04040975167511,11.13734878000546,POINT (11.13734878000546 46.04040975167511),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,11.8,0.06,,0.64,9.199999999999999,4,1.2,2,3.1,8.1,0.5,46.04040660000803,11.13735282333858,POINT (11.13735282333858 46.04040660000803),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.04039604834045,11.13734393500551,POINT (11.13734393500551 46.04039604834045),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04038718167435,11.13733947667248,POINT (11.13733947667248 46.04038718167435),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04037056834108,11.13731840167247,POINT (11.13731840167247 46.04037056834108),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,11,0.06,,0.64,9.199999999999999,4,1.2,2,3.1,7.6,0.5,46.04036684834026,11.13730027333849,POINT (11.13730027333849 46.04036684834026),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04039859667516,11.13725405833858,POINT (11.13725405833858 46.04039859667516),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.04040939334062,11.13725947667253,POINT (11.13725947667253 46.04040939334062),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,11.8,0.06,,0.64,9.199999999999999,4,1.2,2,3.1,8.1,0.5,46.04042291000804,11.13727245167251,POINT (11.13727245167251 46.04042291000804),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.03,,,13.3,0.07000000000000001,,0.65,9.199999999999999,4,1.2,2,3.1,9.199999999999999,0.6,46.04042796167433,11.13727907167244,POINT (11.13727907167244 46.04042796167433),1
Carpinus betulus,18,744.35,91.40000000000001,14.69,3.5,0.55,0,0.02,,,10.3,0.05,,0.63,9.199999999999999,4,1.2,2,3.1,7.1,0.4,46.04043855500729,11.13728978000543,POINT (11.13728978000543 46.04043855500729),1
